"AB Ref No.","ASN Ref No","Document No.","Material No.",Qty,BBD,"Fulfillment Status","Created By","Last Change"
000701,000157,9800520978,9010000049,640,2024-01-17,Done,"Shilaley Trilles","2023-07-19 10:45:27"
000702,000157,9800520975,9010000035,640,2024-01-18,Done,"Shilaley Trilles","2023-07-19 20:01:41"
000703,000157,9800520976,9010000035,640,2024-01-18,Done,"Shilaley Trilles","2023-07-19 22:47:39"
000704,000156,9800520942,9020000176,640,2024-03-30,Done,"Shilaley Trilles","2023-07-19 23:21:38"
000705,000157,9800520977,9010000035,640,2024-01-18,Done,"Shilaley Trilles","2023-07-20 00:16:01"
000706,000156,9800520948,9020000236,120,2024-01-14,Done,"Shilaley Trilles","2023-07-21 23:24:31"
000707,000156,9800520948,9020000236,180,2024-01-11,Done,"Shilaley Trilles","2023-07-21 23:24:39"
000708,000156,9800520948,9020000236,480,2024-01-13,Done,"Shilaley Trilles","2023-07-21 23:24:47"
000709,000156,9800520948,9020000236,300,2024-01-12,Done,"Shilaley Trilles","2023-07-21 23:24:55"
000710,000156,9800520948,9020000236,120,2024-01-10,Done,"Shilaley Trilles","2023-07-21 23:25:03"
000711,000152,9800520355,9010000049,40,2023-12-14,Done,"Shilaley Trilles","2023-07-20 05:32:02"
000712,000152,9800520355,9010000049,840,2023-12-15,Done,"Shilaley Trilles","2023-07-20 05:32:08"
000713,000152,9800520351,9010000049,1040,2023-12-14,Done,"Shilaley Trilles","2023-07-20 01:18:47"
000714,000157,9800520986,9010000049,640,2024-01-17,Done,"Christian Cordova","2023-07-20 07:23:54"
000715,000157,9800520985,9010000049,640,2024-01-17,Done,"Christian Cordova","2023-07-20 08:23:27"
000716,000158,9800521539,9020000178,256,2024-03-26,Done,"Christian Cordova","2023-07-21 20:06:55"
000717,000158,9800521539,9020000178,32,2024-03-29,Done,"Christian Cordova","2023-07-21 20:07:10"
000718,000158,9800521539,9020000178,224,2024-04-01,Done,"Christian Cordova","2023-07-21 20:07:23"
000719,000158,9800521539,9020000178,128,2024-04-02,Done,"Christian Cordova","2023-07-21 20:07:36"
000720,000158,9800521535,9020000178,32,2024-03-29,Done,"Christian Cordova","2023-07-20 22:42:57"
000721,000158,9800521535,9020000178,608,2024-04-01,Done,"Christian Cordova","2023-07-20 22:43:06"
000722,000158,9800521536,9020000178,640,2024-04-01,Done,"Shilaley Trilles","2023-07-20 23:25:09"
000723,000158,9800521537,9020000236,1200,2024-01-15,Done,"Shilaley Trilles","2023-07-24 05:05:38"
000724,000005,INVADJ072023,9010000054,949,2023-12-06,Done,"John Carlo Arroyo","2023-07-20 07:04:37"
000725,000005,INVADJ072023-1,9020000231,42,2024-03-29,Done,"John Carlo Arroyo","2023-07-20 07:04:50"
000726,000158,9800521550,9020000236,1080,2024-01-11,Done,"Shilaley Trilles","2023-07-24 04:19:50"
000727,000158,9800521550,9020000236,120,2024-01-10,Done,"Shilaley Trilles","2023-07-24 04:20:00"
000728,000158,9800521543,9020000236,120,2024-01-12,Done,"Shilaley Trilles","2023-07-24 04:18:26"
000729,000158,9800521543,9020000236,300,2024-01-13,Done,"Shilaley Trilles","2023-07-24 04:18:12"
000730,000158,9800521543,9020000236,60,2024-01-14,Done,"Shilaley Trilles","2023-07-24 04:17:56"
000731,000158,9800521543,9020000236,720,2024-01-15,Done,"Shilaley Trilles","2023-07-24 04:17:40"
000732,000157,9800520988,9010000074,880,2024-01-13,Done,"Shilaley Trilles","2023-07-20 23:49:12"
000733,000157,9800520987,9010000074,880,2024-01-13,Done,"Shilaley Trilles","2023-07-20 22:29:59"
000734,000152,9800520352,9010000049,1024,2023-12-15,Done,"Crist Anthony Rafael","2023-07-20 19:29:19"
000735,000158,9800521541,9020000176,160,2024-03-30,Done,"Crist Anthony Rafael","2023-07-20 23:31:25"
000736,000158,9800521541,9020000176,480,2024-04-03,Done,"Crist Anthony Rafael","2023-07-20 23:31:33"
000737,000159,9800521577,9010000035,320,2024-01-18,Done,"Crist Anthony Rafael","2023-07-20 19:32:50"
000738,000159,9800521577,9010000009,360,2024-01-11,Done,"Crist Anthony Rafael","2023-07-20 19:33:04"
000739,000161,9800521548,9020000236,780,2024-01-18,Done,"Crist Anthony Rafael","2023-07-20 22:56:12"
000740,000161,9800521548,9020000236,120,2024-01-19,Done,"Crist Anthony Rafael","2023-07-20 22:56:27"
000741,000161,9800521548,9020000236,300,2024-01-20,Done,"Crist Anthony Rafael","2023-07-20 22:56:39"
000742,000161,9800521540,9020000176,640,2024-04-03,Done,"Crist Anthony Rafael","2023-07-20 23:29:11"
000743,000160,9800522053,9010000004,680,2024-01-14,Done,"Shilaley Trilles","2023-07-21 00:43:54"
000744,000160,9800522052,9010000004,880,2024-01-14,Done,"Shilaley Trilles","2023-07-21 06:03:01"
000745,000163,INV-ADD-0001,9010000004,36,2024-01-13,Done,"John Carlo Arroyo","2023-07-21 07:26:24"
000746,000163,INV-ADD-0051,9020000011,8,2023-11-10,Done,"Christian B. Salvacion","2023-07-21 07:22:16"
000747,000163,INV-ADD-0002,9010000006,1604,2024-05-16,Done,"John Carlo Arroyo","2023-07-21 07:26:34"
000748,000163,INV-ADD-0003,9010000009,513,2023-12-07,Done,"John Carlo Arroyo","2023-07-21 07:26:42"
000749,000163,INV-ADD-0052,9020000012,429,2024-01-16,Done,"Christian B. Salvacion","2023-07-21 07:23:03"
000750,000163,INV-ADD-0053,9020000018,321,2024-02-13,Done,"Christian B. Salvacion","2023-07-21 07:23:13"
000751,000163,INV-ADD-0004,9010000009,99,2024-01-11,Done,"John Carlo Arroyo","2023-07-21 07:26:52"
000752,000163,INV-ADD-0054,9020000018,85,2024-04-04,Done,"Christian B. Salvacion","2023-07-21 07:23:22"
000753,000163,INV-ADD-0055,9020000019,1184,2024-03-02,Done,"Christian B. Salvacion","2023-07-21 07:23:31"
000754,000163,INV-ADD-0005,9010000014,784,2023-12-02,Done,"John Carlo Arroyo","2023-07-21 07:27:10"
000755,000163,INV-ADD-0006,9010000014,50,2023-12-03,Done,"John Carlo Arroyo","2023-07-21 07:27:40"
000756,000163,INV-ADD-0056,9020000021,200,2024-03-14,Done,"Christian B. Salvacion","2023-07-21 07:23:41"
000757,000163,INV-ADD-0007,9010000014,87,2023-12-10,Done,"John Carlo Arroyo","2023-07-21 07:27:51"
000758,000163,INV-ADD-0057,9020000022,309,2024-02-12,Done,"Christian B. Salvacion","2023-07-21 07:23:50"
000759,000163,INV-ADD-0058,9020000022,112,2024-02-24,Done,"Christian B. Salvacion","2023-07-21 07:24:00"
000760,000163,INV-ADD-0008,9010000014,893,2023-12-16,Done,"John Carlo Arroyo","2023-07-21 07:28:17"
000761,000163,INV-ADD-0059,9020000022,1080,2024-03-09,Done,"Christian B. Salvacion","2023-07-21 07:24:10"
000762,000163,INV-ADD-0010,9010000016,364,2023-12-17,Done,"John Carlo Arroyo","2023-07-21 07:28:28"
000763,000163,INV-ADD-0060,9020000022,60,2024-04-05,Done,"Christian B. Salvacion","2023-07-21 07:24:27"
000764,000163,INV-ADD-0061,9020000025,1022,2024-04-01,Done,"Christian B. Salvacion","2023-07-21 07:24:37"
000765,000163,INV-ADD-0011,9010000016,553,2024-01-11,Done,"John Carlo Arroyo","2023-07-21 07:28:41"
000766,000163,INV-ADD-0062,9020000027,1509,2024-02-26,Done,"Christian B. Salvacion","2023-07-21 07:24:47"
000767,000163,INV-ADD-0012,9010000019,1230,2023-12-08,Done,"John Carlo Arroyo","2023-07-21 07:28:51"
000768,000163,INV-ADD-0063,9020000029,161,2024-02-11,Done,"Christian B. Salvacion","2023-07-21 07:24:56"
000769,000163,INV-ADD-0013,9010000023,811,2023-11-30,Done,"John Carlo Arroyo","2023-07-21 07:29:01"
000770,000163,INV-ADD-0064,9020000029,60,2024-02-12,Done,"Christian B. Salvacion","2023-07-21 07:25:15"
000771,000163,INV-ADD-0065,9020000030,532,2024-02-17,Done,"Christian B. Salvacion","2023-07-21 07:25:23"
000772,000163,INV-ADD-0014,9010000036,150,2024-03-04,Done,"John Carlo Arroyo","2023-07-21 07:29:09"
000773,000163,INV-ADD-0066,9020000030,129,2024-02-18,Done,"Christian B. Salvacion","2023-07-21 07:25:32"
000774,000163,INV-ADD-0015,9010000039,94,2023-12-05,Done,"John Carlo Arroyo","2023-07-21 07:29:17"
000775,000163,INV-ADD-0067,9020000030,38,2024-04-14,Done,"Christian B. Salvacion","2023-07-21 07:25:40"
000776,000163,INV-ADD-0016,9010000039,1130,2024-01-10,Done,"John Carlo Arroyo","2023-07-21 07:29:26"
000777,000163,INV-ADD-0068,9020000030,959,2024-04-19,Done,"Christian B. Salvacion","2023-07-21 07:26:11"
000778,000163,INV-ADD-0017,9010000044,51,2023-10-10,Done,"John Carlo Arroyo","2023-07-21 07:29:35"
000779,000163,INV-ADD-0069,9020000031,269,2024-04-07,Done,"Christian B. Salvacion","2023-07-21 07:29:43"
000780,000163,INV-ADD-0018,9010000044,200,2023-12-04,Done,"John Carlo Arroyo","2023-07-21 07:29:50"
000781,000163,INV-ADD-0070,9020000032,445,2024-03-08,Done,"Christian B. Salvacion","2023-07-21 07:30:00"
000782,000163,INV-ADD-0019,9010000049,467,2023-11-18,Done,"John Carlo Arroyo","2023-07-21 07:30:08"
000783,000163,INV-ADD-0071,9020000034,1716,2024-02-10,Done,"Christian B. Salvacion","2023-07-21 07:30:18"
000784,000163,INV-ADD-0020,9010000049,283,2023-11-30,Done,"John Carlo Arroyo","2023-07-21 07:30:26"
000785,000163,INV-ADD-0072,9020000034,581,2024-02-19,Done,"Christian B. Salvacion","2023-07-21 07:30:34"
000786,000163,INV-ADD-0021,9010000049,605,2023-12-14,Done,"John Carlo Arroyo","2023-07-21 07:30:42"
000787,000163,INV-ADD-0073,9020000036,502,2024-03-08,Done,"Christian B. Salvacion","2023-07-21 07:30:50"
000788,000163,INV-ADD-0022,9010000049,159,2023-12-15,Done,"John Carlo Arroyo","2023-07-21 07:30:58"
000789,000163,INV-ADD-0074,9020000041,157,2024-04-03,Done,"Christian B. Salvacion","2023-07-21 07:31:06"
000790,000163,INV-ADD-0075,9020000071,278,2024-02-19,Done,"Christian B. Salvacion","2023-07-21 07:31:14"
000791,000163,INV-ADD-0023,9010000051,931,2024-03-07,Done,"John Carlo Arroyo","2023-07-21 07:31:24"
000792,000163,INV-ADD-0024,9010000051,2921,2024-03-08,Done,"John Carlo Arroyo","2023-07-21 07:31:32"
000793,000163,INV-ADD-0076,9020000071,159,2024-04-01,Done,"Christian B. Salvacion","2023-07-21 07:31:39"
000794,000163,INV-ADD-0077,9020000072,282,2023-12-01,Done,"Christian B. Salvacion","2023-07-21 07:31:50"
000795,000163,INV-ADD-0025,9010000054,4731,2023-12-06,Done,"John Carlo Arroyo","2023-07-21 07:31:59"
000796,000163,INV-ADD-0078,9020000072,444,2024-03-21,Done,"Christian B. Salvacion","2023-07-21 07:32:07"
000797,000163,INV-ADD-0026,9010000059,176,2023-12-14,Done,"John Carlo Arroyo","2023-07-21 07:32:14"
000798,000163,INV-ADD-0079,9020000174,341,2023-12-03,Done,"Christian B. Salvacion","2023-07-21 07:32:20"
000799,000163,INV-ADD-0027,9010000059,4071,2023-12-15,Done,"John Carlo Arroyo","2023-07-21 07:32:29"
000800,000163,INV-ADD-0028,9010000059,259,2023-12-16,Done,"John Carlo Arroyo","2023-07-21 07:32:35"
000801,000163,INV-ADD-0080,9020000174,64,2023-12-04,Done,"Christian B. Salvacion","2023-07-21 07:32:41"
000802,000163,INV-ADD-0029,9010000062,2,2024-01-16,Done,"John Carlo Arroyo","2023-07-21 07:32:48"
000803,000163,INV-ADD-0081,9020000174,211,2024-03-22,Done,"Christian B. Salvacion","2023-07-21 07:32:55"
000804,000163,INV-ADD-0030,9010000062,276,2024-01-17,Done,"John Carlo Arroyo","2023-07-21 07:33:01"
000805,000163,INV-ADD-0082,9020000175,512,2024-03-24,Done,"Christian B. Salvacion","2023-07-21 07:33:08"
000806,000163,INV-ADD-0031,9010000063,13,2024-02-09,Done,"John Carlo Arroyo","2023-07-21 07:33:14"
000807,000163,INV-ADD-0083,9010000176,63,2024-03-27,Done,"Christian B. Salvacion","2023-07-21 07:33:22"
000808,000163,INV-ADD-0084,9020000176,437,2024-03-28,Done,"Christian B. Salvacion","2023-07-21 07:33:30"
000809,000163,INV-ADD-0032,9010000066,14,2023-12-07,Done,"John Carlo Arroyo","2023-07-21 07:33:36"
000810,000163,INV-ADD-0085,9020000176,429,2024-03-30,Done,"Christian B. Salvacion","2023-07-21 07:33:42"
000811,000163,INV-ADD-0033,9010000071,1277,2023-10-12,Done,"John Carlo Arroyo","2023-07-21 07:33:48"
000812,000163,INV-ADD-0086,9020000178,180,2024-03-26,Done,"Christian B. Salvacion","2023-07-21 07:33:55"
000813,000163,INV-ADD-0087,9020000206,13,2024-02-26,Done,"Christian B. Salvacion","2023-07-21 07:34:01"
000814,000163,INV-ADD-0034,9010000075,540,2024-03-01,Done,"John Carlo Arroyo","2023-07-21 07:34:07"
000815,000163,INV-ADD-0088,9020000207,446,2024-02-11,Done,"Christian B. Salvacion","2023-07-21 07:34:14"
000816,000163,INV-ADD-0035,9010000075,37,2024-03-02,Done,"John Carlo Arroyo","2023-07-21 07:34:55"
000817,000163,INV-ADD-0089,9020000207,442,2024-02-12,Done,"Christian B. Salvacion","2023-07-21 07:35:02"
000818,000163,INV-ADD-0090,9020000207,99,2024-02-13,Done,"Christian B. Salvacion","2023-07-21 07:35:08"
000819,000163,INV-ADD-0036,9010000075,1211,2024-06-14,Done,"John Carlo Arroyo","2023-07-21 07:35:14"
000820,000163,INV-ADD-0091,9020000226,33,2024-02-06,Done,"Christian B. Salvacion","2023-07-21 07:35:20"
000821,000163,INV-ADD-0037,9010000078,2610,2023-12-08,Done,"John Carlo Arroyo","2023-07-21 07:35:30"
000822,000163,INV-ADD-0092,9020000228,48,2024-01-01,Done,"Christian B. Salvacion","2023-07-21 07:35:36"
000823,000163,INV-ADD-0038,9010000083,794,2025-01-12,Done,"John Carlo Arroyo","2023-07-21 07:28:56"
000824,000163,INV-ADD-0093,9020000228,7,2024-02-06,Done,"Christian B. Salvacion","2023-07-21 07:35:41"
000825,000163,INV-ADD-0039,9010000083,239,2025-03-20,Done,"John Carlo Arroyo","2023-07-21 07:35:46"
000826,000163,INV-ADD-0094,9020000229,50,2024-02-10,Done,"Christian B. Salvacion","2023-07-21 07:35:53"
000827,000163,INV-ADD-0040,9010000083,1516,2025-04-11,Done,"John Carlo Arroyo","2023-07-21 07:35:58"
000828,000163,INV-ADD-0095,9020000229,40,2024-03-20,Done,"Christian B. Salvacion","2023-07-21 07:36:05"
000829,000163,INV-ADD-0041,9010000083,2600,2025-04-20,Done,"John Carlo Arroyo","2023-07-21 07:36:11"
000830,000163,INV-ADD-0096,9020000232,50,2024-03-29,Done,"Christian B. Salvacion","2023-07-21 07:36:17"
000831,000163,INV-ADD-0042,9010000084,120,2025-01-17,Done,"John Carlo Arroyo","2023-07-21 07:36:24"
000832,000163,INV-ADD-0097,9020000233,42,2024-03-29,Done,"Christian B. Salvacion","2023-07-21 07:36:30"
000833,000163,INV-ADD-0043,9010000084,1600,2025-04-11,Done,"John Carlo Arroyo","2023-07-21 07:36:35"
000834,000163,INV-ADD-0098,9020000236,479,2024-01-13,Done,"Christian B. Salvacion","2023-07-21 07:36:41"
000835,000163,INV-ADD-0044,9010000238,187,2024-03-06,Done,"John Carlo Arroyo","2023-07-21 07:36:48"
000836,000163,INV-ADD-0045,9010000238,162,2024-03-07,Done,"John Carlo Arroyo","2023-07-21 07:36:52"
000837,000163,INV-ADD-0046,9020000008,300,2023-10-25,Done,"John Carlo Arroyo","2023-07-21 07:37:01"
000838,000163,INV-ADD-0047,9020000008,411,2023-10-29,Done,"John Carlo Arroyo","2023-07-21 07:37:08"
000839,000163,INV-ADD-0048,9020000008,77,2023-11-02,Done,"John Carlo Arroyo","2023-07-21 07:37:13"
000840,000163,INV-ADD-0049,9020000008,32,2023-11-03,Done,"John Carlo Arroyo","2023-07-21 07:37:19"
000841,000163,INV-ADD-0050,9020000010,47,2024-01-11,Done,"John Carlo Arroyo","2023-07-21 07:37:25"
000842,000164,9800522704,9020000021,1280,2024-04-08,Done,"Shilaley Trilles","2023-07-24 04:17:20"
000843,000162,BMOU2609404,9020000233,1264,2024-06-23,Done,"Shilaley Trilles","2023-07-21 11:07:15"
000844,000164,9800522706,9020000036,1280,2024-04-06,Done,"Crist Anthony Rafael","2023-07-21 23:46:30"
000845,000166,9800522718,9010000023,864,2024-01-21,Done,"Crist Anthony Rafael","2023-07-22 00:32:30"
000846,000165,KOCU2127428,9020000232,1300,2024-07-22,Done,"Crist Anthony Rafael","2023-07-22 05:00:51"
000847,000166,9800522716,9010000054,720,2024-01-11,Done,"Crist Anthony Rafael","2023-07-21 22:43:43"
000848,000166,9800522713,9010000009,720,2024-01-11,Done,"Crist Anthony Rafael","2023-07-22 05:51:35"
000849,000166,9800522722,9010000023,864,2024-01-21,Done,"Shilaley Trilles","2023-07-24 04:16:52"
000850,000166,9800522714,9010000019,720,2024-01-13,Done,"Shilaley Trilles","2023-07-22 05:57:41"
000851,000167,9800522673,9020000175,864,2024-03-24,Done,"Shilaley Trilles","2023-07-24 04:13:13"
000852,000167,9800522673,9020000175,96,2024-03-25,Done,"Shilaley Trilles","2023-07-24 04:13:27"
000853,000167,9800522674,9020000178,128,2024-03-27,Done,"Shilaley Trilles","2023-07-24 04:12:34"
000854,000167,9800522674,9020000178,512,2024-03-29,Done,"Shilaley Trilles","2023-07-24 04:12:24"
000855,000167,9800522998,9020000236,120,2024-01-11,Done,"Shilaley Trilles","2023-07-24 04:10:42"
000857,000167,9800522998,9020000236,1080,2024-01-13,Done,"Shilaley Trilles","2023-07-24 04:10:26"
000858,000168,TGKU1467979,9020000232,1300,2024-06-22,Done,"Shilaley Trilles","2023-07-22 06:34:49"
000859,000169,WFHUI466712,9020000231,1300,2024-06-23,Done,"Shilaley Trilles","2023-07-22 07:41:01"
000860,000169,FCIU5005659,9020000233,1300,2024-06-23,Done,"Shilaley Trilles","2023-07-22 12:04:20"
000861,000169,KYWU2130484,9020000231,1300,2024-06-23,Done,"Crist Anthony Rafael","2023-07-22 13:43:51"
000862,000169,FCIU5005279,9020000232,1300,2024-06-22,Done,"Crist Anthony Rafael","2023-07-24 04:10:08"
000863,000172,9800523272,9020000022,160,2024-04-03,Done,"Crist Anthony Rafael","2023-07-24 04:08:30"
000864,000172,9800523272,9020000022,32,2024-04-04,Done,"Crist Anthony Rafael","2023-07-24 04:09:14"
000865,000172,9800523272,9020000022,160,2024-04-05,Done,"Crist Anthony Rafael","2023-07-24 04:09:30"
000866,000172,9800523272,9020000022,288,2024-04-06,Done,"Crist Anthony Rafael","2023-07-24 04:09:40"
000867,000170,"HMMU 2120279",9020000233,1300,2024-06-23,Done,"Crist Anthony Rafael","2023-07-24 04:08:07"
000868,000171,"KOCU 2217938",9020000232,1300,2024-06-22,Done,"Crist Anthony Rafael","2023-07-24 04:07:42"
000869,000173,"KOCU 2176649",9020000233,1294,2024-06-23,Done,"Crist Anthony Rafael","2023-07-24 04:05:37"
000870,000172,9800522685,9020000048,960,2024-04-21,Done,"Crist Anthony Rafael","2023-07-24 04:05:19"
000871,000172,9800522684,9020000048,960,2024-04-21,Done,"Shilaley Trilles","2023-07-24 04:04:58"
000872,000174,9800522689,9020000048,960,2024-04-21,Done,"Shilaley Trilles","2023-07-24 05:47:05"
000873,000174,9800523268,9020000030,288,2024-04-14,Done,"Shilaley Trilles","2023-07-25 11:23:29"
000874,000174,9800523268,9020000030,672,2024-04-13,Done,"Shilaley Trilles","2023-07-25 11:23:36"
000875,000175,9800523978,9010000059,850,2024-01-23,Done,"Christian Cordova","2023-07-25 07:12:30"
000876,000175,9800523983,9010000023,864,2024-01-21,Done,"Christian Cordova","2023-07-25 07:12:57"
000877,000175,9800523978,9010000059,14,2024-01-23,Done,"Christian Cordova","2023-07-25 07:12:45"
000878,000175,9800523984,9010000023,864,2024-01-20,Done,"Christian Cordova","2023-07-25 05:07:43"
000879,000175,9800523982,9010000023,864,2024-01-20,Done,"Christian Cordova","2023-07-25 05:37:10"
000880,000177,9800523826,9020000207,960,2024-03-20,Done,"Christian Cordova","2023-07-29 05:12:40"
000881,000177,9800523825,9020000207,528,2024-03-09,Pending,"Shilaley Trilles","2023-07-24 23:28:29"
000882,000177,9800523825,9020000207,432,2024-03-10,Pending,"Shilaley Trilles","2023-07-24 23:29:03"
000883,000175,9800523977,9010000059,1152,2024-01-23,Done,"Shilaley Trilles","2023-07-25 08:04:56"
000884,000175,9800523980,9010000023,1248,2024-01-20,Done,"Shilaley Trilles","2023-07-25 14:10:44"
000885,000175,9800523975,9010000059,1536,2024-01-22,Done,"Shilaley Trilles","2023-07-26 06:36:23"
000886,000175,9800523976,9010000059,1536,2024-01-23,Done,"Shilaley Trilles","2023-07-25 17:07:40"
000887,000175,9800523981,9010000023,1152,2024-01-21,Pending,"Christian Cordova","2023-07-25 11:16:27"
000888,000176,9800523812,9020000027,18,2024-04-12,Pending,"Christian Cordova","2023-07-25 11:52:51"
000889,000176,9800523812,9020000027,1262,2024-04-14,Pending,"Christian Cordova","2023-07-25 11:53:21"
000890,000178,9800524275,9010000051,965,2024-06-16,Done,"Christian Cordova","2023-07-28 00:23:52"
000891,000178,9800524275,9010000051,642,2024-06-17,Done,"Christian Cordova","2023-07-28 00:24:00"
000892,000176,9800523822,9020000025,1120,2024-04-01,Done,"Christian Cordova","2023-07-28 02:32:40"
000893,000176,9800523813,9020000027,1272,2024-04-14,Pending,"Shilaley Trilles","2023-07-26 00:38:37"
000894,000180,9800524264,9020000052,288,2024-04-24,Done,"Shilaley Trilles","2023-07-26 12:06:51"
000895,000180,9800524264,9020000052,672,2024-04-25,Done,"Shilaley Trilles","2023-07-26 12:06:58"
000896,000180,9800524262,9020000052,48,2024-04-24,Done,"Shilaley Trilles","2023-07-26 10:58:48"
000897,000180,9800524262,9020000052,912,2024-04-25,Done,"Shilaley Trilles","2023-07-26 10:58:53"
000898,000180,9800524261,9020000052,960,2024-04-25,Done,"Shilaley Trilles","2023-07-26 11:01:24"
000899,000181,9800524268,9020000207,960,2024-03-20,Done,"Shilaley Trilles","2023-07-31 02:05:20"
000900,000178,9800524276,9010000059,1248,2024-01-22,Done,"Shilaley Trilles","2023-07-29 20:13:46"
000901,000176,9800523820,9020000025,1120,2024-04-23,Done,"Shilaley Trilles","2023-07-28 11:12:22"
000902,000179,9800524271,9020000031,800,2024-04-08,Done,"Shilaley Trilles","2023-07-28 06:09:52"
000903,000179,9800524271,9020000027,480,2024-04-14,Done,"Shilaley Trilles","2023-07-28 06:10:02"
000904,000179,9800524273,9020000027,1280,2024-04-14,Done,"Christian Cordova","2023-07-28 00:37:42"
000905,000178,9800524277,9010000059,1240,2024-01-22,Pending,"Christian Cordova","2023-07-26 13:55:07"
000906,000176,9800523817,9020000025,1120,2024-04-23,Pending,"Christian Cordova","2023-07-26 15:31:46"
000907,000175,9800523979,9010000059,864,2024-01-22,Pending,"Christian Cordova","2023-07-26 18:55:49"
000908,000183,9800524266,9020000207,960,2024-03-20,Done,"Shilaley Trilles","2023-07-28 03:25:01"
000909,000182,9800524859,9020000025,1120,2024-04-23,Done,"Shilaley Trilles","2023-07-27 17:32:48"
000910,000182,9800524857,9020000025,1120,2024-04-23,Done,"Shilaley Trilles","2023-07-27 14:59:24"
000911,000178,9800524281,9010000059,1152,2024-01-22,Done,"Shilaley Trilles","2023-07-28 01:21:50"
000912,000178,9800524278,9010000059,1536,2024-01-22,Done,"Shilaley Trilles","2023-07-27 18:52:11"
000913,000178,9800524280,9010000059,1536,2024-01-22,Done,"Christian Cordova","2023-07-27 20:43:40"
000914,000185,9800525300,9020000027,1280,2024-04-14,Done,"Christian Cordova","2023-07-29 01:50:17"
000915,000186,9800525286,9020000034,784,2024-03-21,Done,"Christian Cordova","2023-07-29 01:45:48"
000916,000186,9800525286,9020000034,176,2024-03-22,Done,"Christian Cordova","2023-07-29 01:45:56"
000917,000186,9800525294,9020000236,360,2024-01-17,Done,"Christian Cordova","2023-07-28 11:15:36"
000918,000186,9800525294,9020000236,840,2024-01-18,Done,"Christian Cordova","2023-07-28 11:15:41"
000919,000186,9800525438,9020000236,1080,2024-01-17,Done,"Christian Cordova","2023-07-29 02:02:36"
000920,000186,9800525438,9020000236,120,2024-01-26,Done,"Christian Cordova","2023-07-29 02:02:44"
000921,000186,9800525283,9020000034,288,2024-03-21,Done,"Shilaley Trilles","2023-07-29 05:29:14"
000922,000186,9800525283,9020000034,624,2024-03-22,Done,"Shilaley Trilles","2023-07-29 05:29:22"
000923,000186,9800525283,9020000034,48,2024-03-23,Done,"Shilaley Trilles","2023-07-29 05:29:29"
000924,000186,9800525289,9020000236,780,2024-01-17,Done,"Shilaley Trilles","2023-07-29 01:52:42"
000925,000186,9800525289,9020000236,420,2024-01-18,Done,"Shilaley Trilles","2023-07-29 01:52:51"
000926,000187,9800525284,9020000034,288,2024-03-21,Pending,"Christian Cordova","2023-07-28 13:14:29"
000927,000187,9800525284,9020000034,576,2024-03-22,Pending,"Christian Cordova","2023-07-28 13:15:42"
000928,000187,9800525284,9020000034,96,2024-03-23,Pending,"Christian Cordova","2023-07-28 13:16:32"
000929,000185,9800525302,9020000025,1120,2024-04-24,Pending,"Shilaley Trilles","2023-07-28 17:37:46"
000930,000185,9800525306,9020000025,1120,2024-04-24,Pending,"Shilaley Trilles","2023-07-28 18:03:50"
000931,000185,9800525301,9020000025,1120,2024-04-24,Pending,"Shilaley Trilles","2023-07-28 18:29:41"
000932,000184,9010000035,9010000035,1087,2024-01-18,Pending,"Shilaley Trilles","2023-07-28 19:20:36"
000933,000185,9800525304,9020000025,1120,2024-04-24,Pending,"Shilaley Trilles","2023-07-28 20:47:37"
000934,000188,9800526316,9010000051,567,2024-06-17,Done,"Shilaley Trilles","2023-07-29 19:32:34"
000935,000188,9800526316,9010000044,150,2023-10-13,Pending,"Shilaley Trilles","2023-07-29 11:42:20"
000936,000189,9800526314,9020000030,960,2024-04-24,Done,"Shilaley Trilles","2023-07-31 02:29:43"
